id_venda,id_cliente,id_produto,quantidade,data_venda
V2660,C0434,P1737,6,2024-12-30
V2661,C0115,P1596,1,2025-01-14
V2662,C0327,P1554,4,2024-08-13
V2663,C0017,P1376,4,2025-03-21
V2664,C0399,P0518,5,2024-11-18
V2665,C0537,P0489,5,2024-04-21
V2666,C0920,P0851,1,2024-03-04
V2667,C0355,P0354,7,2025-05-16
V2668,C0129,P1104,3,2024-09-29
V2669,C0648,P0294,6,2025-03-18
V2670,C0609,P0626,9,2024-07-14
V2671,C0532,P1671,4,2024-08-31
V2672,C0461,P0299,8,2024-12-29
V2673,C0277,P0282,6,2024-09-10
V2674,C0621,P0134,6,2024-10-26
V2675,C0982,P0156,7,2025-02-24
V2676,C0904,P0970,7,2024-06-13
V2677,C0154,P1624,5,2024-01-09
V2678,C0400,P0845,7,2025-01-23
V2679,C0016,P1795,5,2025-01-09
V2680,C0662,P1535,10,2024-11-12
V2681,C0709,P0440,4,2024-09-12
V2682,C0178,P1127,7,2025-02-04
V2683,C0238,P0091,9,2024-08-24
V2684,C0485,P1384,3,2025-05-10
V2685,C0143,P0094,1,2024-10-07
V2686,C0925,P0614,7,2024-10-07
V2687,C0712,P1215,5,2024-05-14
V2688,C0727,P1080,9,2024-02-08
V2689,C0703,P0776,4,2024-03-30
V2690,C0031,P1624,9,2025-03-10
V2691,C0088,P1503,4,2024-07-31
V2692,C0285,P1746,6,2024-06-02
V2693,C0216,P1409,1,2024-04-24
V2694,C0019,P0125,6,2025-02-13
V2695,C0385,P0011,4,2024-02-21
V2696,C0994,P1508,3,2024-01-18
V2697,C0991,P0015,1,2025-02-11
V2698,C0265,P1114,10,2024-11-03
V2699,C0335,P1236,2,2024-10-08
V2700,C0330,P1429,8,2024-02-28
V2701,C0221,P0765,1,2025-05-14
V2702,C0761,P1013,7,2024-12-21
V2703,C0608,P0284,10,2024-12-20
V2704,C0634,P1578,1,2024-06-19
V2705,C0674,P1620,9,2024-12-27
V2706,C0450,P1792,3,2024-05-31
V2707,C0372,P1080,2,2024-01-07
V2708,C0696,P1657,8,2024-05-30
V2709,C0192,P0382,3,2024-06-18
V2710,C0568,P1118,7,2024-01-06
V2711,C0926,P1504,8,2024-03-22
V2712,C0805,P1584,2,2024-08-07
V2713,C0464,P0334,10,2024-01-13
V2714,C0559,P1766,7,2024-05-16
V2715,C0150,P0382,4,2024-08-07
V2716,C0493,P1367,4,2024-08-09
V2717,C0635,P1837,2,2024-06-06
V2718,C0595,P0616,2,2024-04-28
V2719,C0062,P1435,3,2024-08-16
V2720,C0676,P1128,6,2024-05-03
V2721,C0278,P1054,2,2024-09-21
V2722,C0828,P1123,8,2024-05-18
V2723,C0323,P0689,9,2024-02-15
V2724,C0256,P1673,2,2024-12-19
V2725,C0612,P1450,4,2024-03-21
V2726,C0467,P0476,7,2024-07-08
V2727,C0403,P1906,2,2024-09-29
V2728,C0470,P1468,10,2024-12-30
V2729,C0257,P1129,1,2024-02-26
V2730,C0017,P0858,2,2025-01-08
V2731,C0698,P1886,2,2024-05-11
V2732,C0484,P0634,3,2024-12-20
V2733,C0366,P0245,2,2025-05-13
V2734,C0874,P1478,6,2024-07-15
V2735,C0812,P0270,6,2024-07-24
V2736,C0382,P0616,2,2025-03-16
V2737,C0441,P1490,9,2024-02-27
V2738,C0918,P0550,2,2024-02-22
V2739,C0929,P0799,9,2025-03-29
V2740,C0472,P0320,2,2024-10-06
V2741,C0830,P0564,5,2024-06-21
V2742,C0065,P1191,4,2025-03-29
V2743,C0057,P0556,2,2025-04-14
V2744,C0014,P0937,4,2024-11-27
V2745,C0438,P0537,3,2025-05-22
V2746,C0771,P0911,7,2025-03-29
V2747,C0637,P1345,3,2025-04-02
V2748,C0731,P0954,6,2025-03-02
V2749,C0385,P1933,1,2024-07-23
V2750,C0219,P1453,6,2024-09-13
V2751,C0750,P1449,2,2024-08-17
V2752,C0045,P0423,10,2024-12-19
V2753,C0588,P1108,7,2025-01-09
V2754,C0399,P0229,8,2024-05-25
V2755,C0947,P1146,4,2024-09-27
V2756,C0927,P0696,7,2024-06-10
V2757,C0804,P1372,5,2024-11-09
V2758,C0855,P1498,3,2024-01-24
V2759,C0571,P0018,2,2024-06-29
V2760,C0996,P1399,7,2025-05-05
V2761,C0329,P1224,5,2025-04-29
V2762,C0548,P0929,7,2024-05-04
V2763,C0621,P1593,1,2024-11-13
V2764,C0706,P0546,8,2025-05-21
V2765,C0330,P1031,2,2024-10-20
V2766,C0450,P1737,3,2024-06-14
V2767,C0686,P1135,3,2024-10-19
V2768,C0994,P1129,6,2024-11-27
V2769,C0872,P1135,7,2024-06-11
V2770,C0637,P1050,9,2024-03-31
V2771,C0821,P1587,7,2024-12-23
V2772,C0059,P0682,9,2024-10-10
V2773,C0307,P1830,8,2024-11-16
V2774,C0522,P1353,9,2024-04-06
V2775,C0297,P0301,6,2024-01-20
V2776,C0602,P0877,1,2025-03-18
V2777,C0470,P0624,9,2024-02-20
V2778,C0912,P0308,3,2024-01-08
V2779,C0208,P0205,4,2024-06-02
V2780,C0045,P0584,8,2025-02-28
V2781,C0069,P1687,8,2025-04-16
V2782,C0073,P0573,6,2024-12-15
V2783,C0020,P0893,10,2025-02-23
V2784,C0675,P1674,8,2024-05-14
V2785,C0233,P0099,7,2024-04-19
V2786,C0749,P0486,5,2024-07-16
V2787,C0015,P1351,5,2024-05-11
V2788,C0822,P0961,2,2024-05-12
V2789,C0194,P0909,7,2024-06-05
V2790,C0698,P1460,6,2025-02-19
V2791,C0170,P0115,2,2024-05-02
V2792,C0643,P1192,9,2024-06-20
V2793,C0797,P0292,5,2024-11-11
V2794,C0960,P0166,3,2025-01-30
V2795,C0853,P1065,10,2024-05-29
V2796,C0739,P0514,4,2025-03-03
V2797,C0959,P0483,10,2024-07-16
V2798,C0954,P1928,2,2025-05-11
V2799,C0938,P0415,2,2025-05-30
V2800,C0204,P0364,6,2025-03-23
V2801,C0510,P0165,4,2025-03-07
V2802,C0920,P0336,3,2024-09-28
V2803,C0530,P0390,10,2024-02-08
V2804,C0652,P0824,4,2024-04-06
V2805,C0718,P1407,1,2025-04-25
V2806,C0310,P1889,9,2025-03-23
V2807,C0693,P0730,1,2024-12-19
V2808,C0536,P1005,5,2024-10-07
V2809,C0393,P1628,10,2024-12-09
V2810,C0255,P1208,7,2025-04-04
V2811,C0078,P0245,3,2024-07-21
V2812,C0286,P1474,2,2025-02-09
V2813,C0498,P0246,8,2024-01-06
V2814,C0189,P1869,7,2024-01-12
V2815,C0955,P0557,4,2024-02-25
V2816,C0725,P0099,4,2024-06-10
V2817,C0135,P0612,8,2025-04-23
V2818,C0893,P1069,2,2024-12-20
V2819,C0199,P0096,8,2024-08-30
V2820,C0877,P1296,1,2025-01-13
V2821,C0220,P0901,8,2025-01-06
V2822,C0504,P1698,5,2024-01-30
V2823,C0475,P1869,9,2024-06-10
V2824,C0009,P1240,10,2024-06-05
V2825,C0451,P1657,9,2024-01-04
V2826,C0247,P1610,8,2025-01-16
V2827,C0853,P1280,1,2024-06-12
V2828,C0864,P1590,7,2024-06-26
V2829,C0865,P0532,1,2024-08-03
V2830,C0349,P1130,9,2024-05-18
V2831,C0219,P1330,6,2024-04-07
V2832,C0450,P1670,5,2024-01-05
V2833,C0740,P0967,9,2024-01-17
V2834,C0835,P1026,10,2024-12-01
V2835,C0971,P1989,4,2024-10-30
V2836,C0347,P0871,8,2025-03-03
V2837,C0876,P0655,8,2024-12-11
V2838,C0718,P0970,7,2024-12-07
V2839,C0325,P1710,2,2024-10-25
V2840,C0893,P0148,6,2025-05-19
V2841,C0417,P0921,1,2024-02-21
V2842,C0150,P1477,9,2025-01-23
V2843,C0240,P1832,8,2024-02-19
V2844,C0009,P1387,3,2024-10-10
V2845,C0072,P0421,10,2024-07-10
V2846,C0015,P0873,1,2025-05-22
V2847,C0378,P0923,6,2024-05-20
V2848,C0940,P1952,8,2025-04-05
V2849,C0939,P1922,8,2024-12-21
V2850,C0728,P1824,3,2024-12-26
V2851,C0259,P1894,9,2024-10-28
V2852,C0274,P1447,2,2025-02-11
V2853,C0239,P1340,5,2025-01-13
V2854,C0377,P0245,7,2024-12-14
V2855,C0783,P1894,7,2025-05-02
V2856,C0568,P0754,4,2024-12-17
V2857,C0238,P1675,7,2024-11-04
V2858,C0579,P0480,9,2024-02-19
V2859,C0354,P1269,5,2024-04-03
V2860,C0948,P0618,10,2024-07-12
V2861,C0117,P0408,6,2024-06-22
V2862,C0508,P0637,5,2025-01-29
V2863,C0598,P1175,7,2025-02-15
V2864,C0069,P0498,7,2025-01-16
V2865,C0837,P1099,2,2024-02-01
V2866,C0512,P0994,6,2024-01-03
V2867,C0598,P1302,5,2024-08-11
V2868,C0850,P1959,2,2025-02-23
V2869,C0010,P1137,8,2025-04-19
V2870,C0766,P0436,1,2024-02-25
V2871,C0170,P1640,2,2024-08-11
V2872,C0145,P1593,5,2025-05-05
V2873,C0187,P1835,3,2025-03-29
V2874,C0064,P0455,10,2024-12-01
V2875,C0547,P1451,5,2024-03-15
V2876,C0740,P1876,6,2024-07-14
V2877,C0840,P0594,2,2024-07-26
V2878,C0235,P1713,9,2024-03-02
V2879,C0387,P0016,4,2024-01-05
V2880,C0979,P0063,9,2024-01-31
V2881,C0537,P1402,5,2025-02-25
V2882,C0283,P0763,7,2024-08-28
V2883,C0105,P1945,4,2024-12-22
V2884,C0725,P0751,3,2024-07-31
V2885,C0682,P0273,1,2024-10-01
V2886,C0189,P1049,10,2024-05-05
V2887,C0792,P0953,10,2024-10-14
V2888,C0531,P1148,5,2024-12-14
V2889,C0596,P0087,4,2025-01-24
V2890,C0584,P0965,5,2025-05-22
V2891,C0085,P0684,3,2024-11-16
V2892,C0693,P1055,6,2024-06-19
V2893,C0440,P0622,3,2025-01-16
V2894,C0866,P0077,6,2024-02-26
V2895,C0569,P0525,9,2025-03-13
V2896,C0459,P0751,1,2024-07-02
V2897,C0782,P1801,5,2025-03-14
V2898,C0913,P0005,10,2024-12-12
V2899,C0105,P0174,9,2025-04-11
V2900,C0175,P1739,3,2024-05-07
V2901,C0665,P1382,4,2024-12-18
V2902,C0410,P0384,4,2024-11-15
V2903,C0976,P1391,10,2024-01-17
V2904,C0517,P0615,1,2024-07-02
V2905,C0624,P1443,4,2024-07-21
V2906,C0953,P1185,4,2025-05-20
V2907,C0963,P1567,9,2025-01-22
V2908,C0001,P0112,5,2024-07-07
V2909,C0185,P0127,9,2025-03-09
V2910,C0138,P0747,4,2024-06-21
V2911,C0193,P1171,8,2024-08-06
V2912,C0722,P0104,2,2024-10-24
V2913,C0752,P0264,8,2024-11-05
V2914,C0172,P0637,3,2024-02-15
V2915,C0576,P0032,7,2024-02-22
V2916,C0507,P0681,5,2024-02-07
V2917,C0459,P1567,6,2024-03-24
V2918,C0355,P1141,2,2024-04-04
V2919,C0209,P0318,5,2025-02-05
V2920,C0736,P0789,5,2024-07-12
V2921,C0104,P1157,6,2024-05-13
V2922,C0391,P1180,8,2024-01-30
V2923,C0684,P1346,6,2024-04-28
V2924,C0427,P0216,8,2024-10-18
V2925,C0075,P1713,8,2025-04-11
V2926,C0546,P1565,9,2024-02-25
V2927,C0701,P0749,10,2024-12-12
V2928,C0308,P1043,4,2024-09-29
V2929,C0854,P1483,1,2025-01-24
V2930,C0808,P1067,9,2024-10-14
V2931,C0618,P0977,9,2024-01-01
V2932,C0112,P1584,1,2024-07-17
V2933,C0499,P1896,8,2025-05-30
V2934,C0420,P1846,6,2024-07-29
V2935,C0699,P0711,5,2025-05-24
V2936,C0008,P0736,5,2024-05-19
V2937,C0423,P1150,5,2025-04-12
V2938,C0473,P1347,9,2024-02-06
V2939,C0252,P0362,5,2024-10-02
V2940,C0090,P0577,4,2025-03-01
V2941,C0820,P0880,7,2025-02-25
V2942,C0204,P0337,8,2024-08-07
V2943,C0683,P1766,10,2024-08-01
V2944,C0778,P1348,6,2025-05-10
V2945,C0439,P1636,10,2025-02-13
V2946,C0301,P0717,1,2024-02-10
V2947,C0026,P1165,5,2024-12-30
V2948,C0362,P0752,8,2024-06-03
V2949,C0488,P0541,10,2024-08-31
V2950,C0174,P0328,3,2024-04-27
V2951,C0967,P0588,9,2024-08-19
V2952,C0150,P1575,9,2024-12-24
V2953,C0679,P0107,2,2024-12-13
V2954,C0563,P0631,4,2024-06-23
V2955,C0229,P1096,9,2024-03-08
V2956,C0108,P1937,6,2024-09-16
V2957,C0752,P1730,1,2024-11-07
V2958,C0475,P0353,4,2025-05-10
V2959,C0451,P0311,8,2025-03-02
V2960,C0310,P0049,7,2025-02-07
V2961,C0715,P1734,9,2024-01-22
V2962,C0162,P0360,5,2025-04-02
V2963,C0344,P0439,2,2024-08-27
V2964,C0220,P1587,8,2025-05-18
V2965,C0219,P1757,6,2025-04-02
V2966,C0924,P0147,9,2024-01-09
V2967,C0079,P0863,1,2025-01-18
V2968,C0588,P1044,4,2024-11-07
V2969,C0662,P0574,1,2024-03-21
V2970,C0703,P1482,9,2025-05-30
V2971,C0253,P1957,6,2024-07-02
V2972,C0414,P0286,10,2024-01-03
V2973,C0617,P1692,3,2024-03-09
V2974,C0475,P0133,6,2025-03-07
V2975,C0127,P0557,9,2024-02-03
V2976,C0934,P1074,4,2024-07-17
V2977,C0873,P0986,6,2025-04-04
V2978,C0635,P1361,7,2025-03-31
V2979,C0328,P0733,5,2024-06-03
V2980,C0384,P1643,3,2025-03-14
V2981,C0831,P0839,10,2024-04-06
V2982,C0526,P1359,5,2024-08-10
V2983,C0627,P1530,5,2024-11-11
V2984,C0741,P1380,9,2024-06-22
V2985,C0828,P0010,3,2024-03-07
V2986,C0121,P0875,3,2024-08-23
V2987,C0124,P0100,9,2025-04-15
V2988,C0387,P1593,6,2024-07-20
V2989,C0764,P0254,2,2024-11-30
V2990,C0154,P1668,10,2024-05-28
V2991,C0243,P0932,1,2024-06-19
V2992,C0389,P0786,3,2024-02-23
V2993,C0119,P1278,9,2024-08-02
V2994,C0670,P0292,7,2024-10-30
V2995,C0456,P1112,6,2024-07-08
V2996,C0550,P0918,4,2025-04-13
V2997,C0355,P1827,9,2024-04-21
V2998,C0294,P0265,9,2024-02-18
V2999,C0741,P0783,6,2024-01-06
V3000,C0251,P1256,4,2025-02-22
V3001,C0570,P0698,4,2024-06-26
V3002,C0366,P0678,4,2024-09-14
V3003,C0984,P1092,6,2025-02-11
V3004,C0730,P0715,1,2024-09-13
V3005,C0426,P0667,7,2024-05-04
V3006,C0323,P1211,8,2024-04-20
V3007,C0049,P1605,10,2025-03-14
V3008,C0431,P0182,9,2025-02-06
V3009,C0467,P1625,5,2024-07-28
V3010,C0212,P1565,10,2024-08-11
V3011,C0497,P0050,8,2024-10-30
V3012,C0750,P1610,4,2024-08-01
V3013,C0837,P1599,8,2025-05-15
V3014,C0012,P1454,4,2024-06-19
V3015,C0163,P1250,10,2024-04-30
V3016,C0521,P0355,3,2024-06-30
V3017,C0511,P1502,8,2024-05-20
V3018,C0327,P1825,1,2025-03-15
V3019,C0808,P0006,3,2025-04-05
V3020,C0687,P0694,1,2025-01-12
V3021,C0994,P0546,4,2025-05-18
V3022,C0376,P0561,7,2024-07-25
V3023,C0477,P1464,7,2024-01-19
V3024,C0888,P0600,2,2025-04-06
V3025,C0105,P1741,9,2024-09-14
V3026,C0040,P1447,5,2024-08-10
V3027,C0068,P0019,5,2024-05-23
V3028,C0101,P1154,8,2025-01-20
V3029,C0024,P0986,7,2024-06-20
V3030,C0099,P1830,3,2024-04-25
V3031,C0328,P1487,5,2024-05-16
V3032,C0743,P1770,9,2025-04-23
V3033,C0995,P0503,6,2025-01-01
V3034,C0165,P0425,6,2024-11-26
V3035,C0052,P0866,4,2024-06-03
V3036,C0684,P1156,9,2025-02-04
V3037,C0659,P0647,5,2024-11-11
V3038,C0854,P0384,10,2025-02-05
V3039,C0489,P1867,9,2024-10-05
V3040,C0430,P1445,1,2024-12-06
V3041,C0281,P0021,6,2024-02-13
V3042,C0113,P1339,4,2025-02-12
V3043,C0987,P0525,7,2025-04-16
V3044,C0911,P0142,8,2025-02-05
V3045,C0529,P0787,4,2024-04-06
V3046,C0133,P0194,10,2024-02-26
V3047,C0057,P1536,10,2024-04-23
V3048,C0695,P0521,2,2024-03-07
V3049,C0555,P1565,9,2024-11-18
V3050,C0265,P0383,4,2025-02-27
V3051,C0388,P0858,6,2024-05-17
V3052,C0861,P1698,6,2024-12-18
V3053,C0089,P0851,5,2024-11-13
V3054,C0416,P1719,9,2025-05-17
V3055,C0661,P1667,3,2024-03-26
V3056,C0144,P0784,2,2024-05-30
V3057,C0858,P1450,3,2024-05-26
V3058,C0833,P0252,10,2024-07-08
V3059,C0816,P0206,5,2024-04-17
V3060,C0901,P0741,3,2024-11-21
V3061,C0206,P0668,9,2024-01-05
V3062,C0528,P1075,4,2024-10-18
V3063,C0848,P1837,7,2025-03-28
V3064,C0107,P0222,9,2024-02-21
V3065,C0862,P0935,10,2025-01-21
V3066,C0173,P1281,3,2024-10-10
V3067,C0348,P0125,5,2024-10-13
V3068,C0363,P1576,3,2024-03-06
V3069,C0258,P1089,7,2024-08-04
V3070,C0639,P0623,2,2025-04-09
V3071,C0120,P0556,6,2024-07-28
V3072,C0143,P0838,5,2025-05-08
V3073,C0417,P0557,7,2024-01-31
V3074,C0230,P0129,8,2024-01-09
V3075,C0167,P1388,7,2024-12-20
V3076,C0188,P0119,6,2024-05-08
V3077,C0556,P1703,9,2024-03-02
V3078,C0291,P1772,2,2024-06-02
V3079,C0048,P0850,5,2024-07-09
V3080,C0732,P0245,5,2024-12-21
V3081,C0387,P1774,3,2024-12-10
V3082,C0900,P0037,1,2024-11-01
V3083,C0689,P1233,3,2024-04-17
V3084,C0006,P0340,9,2024-03-02
V3085,C0502,P1899,3,2024-09-25
V3086,C0408,P0705,1,2025-03-26
V3087,C0198,P1978,5,2025-03-08
V3088,C0955,P1494,1,2024-10-08
V3089,C0184,P0557,6,2024-11-23
V3090,C0413,P1063,2,2025-04-03
V3091,C0363,P0287,2,2024-08-31
V3092,C0199,P1083,2,2024-03-10
V3093,C0273,P0629,6,2024-01-04
V3094,C0838,P0649,10,2025-01-11
V3095,C0597,P0561,10,2024-12-27
V3096,C0628,P1917,7,2024-06-17
V3097,C0404,P1764,10,2024-01-12
V3098,C0180,P1329,1,2024-08-24
V3099,C0609,P1648,3,2024-12-27
V3100,C0690,P1349,8,2025-04-14
V3101,C0804,P0588,5,2024-04-10
V3102,C0935,P0163,3,2024-07-16
V3103,C0489,P1288,6,2025-03-21
V3104,C0789,P0364,9,2024-08-30
V3105,C0381,P0352,7,2024-09-19
V3106,C0467,P0578,1,2024-10-22
V3107,C0501,P0756,1,2025-02-03
V3108,C0196,P1968,3,2024-08-05
V3109,C0878,P1102,5,2024-03-28
V3110,C0163,P0802,8,2024-12-30
V3111,C0825,P0512,1,2024-08-11
V3112,C0375,P1541,1,2024-11-21
V3113,C0620,P0418,1,2024-06-02
V3114,C0313,P1672,9,2024-05-14
V3115,C0733,P0963,5,2024-08-10
V3116,C0886,P0834,9,2025-01-15
V3117,C0378,P1995,6,2024-08-16
V3118,C0150,P0796,10,2024-12-03
V3119,C0353,P0040,10,2025-05-09
V3120,C0698,P1250,2,2025-02-03
V3121,C0828,P1510,9,2024-06-15
V3122,C0111,P0516,8,2024-11-08
V3123,C0117,P1570,10,2025-04-14
V3124,C0117,P1574,3,2025-01-13
V3125,C0398,P1014,9,2025-04-13
V3126,C0631,P0267,2,2024-12-07
V3127,C0378,P0062,6,2025-05-05
V3128,C0399,P1345,6,2025-04-17
V3129,C0795,P1202,6,2025-01-01
V3130,C0463,P0763,7,2024-01-12
V3131,C0626,P0911,5,2025-01-20
V3132,C0963,P0863,4,2024-12-21
V3133,C0820,P1492,2,2024-07-21
V3134,C0928,P0839,3,2024-06-20
V3135,C0269,P0955,3,2024-05-27
V3136,C0538,P0295,1,2024-05-03
V3137,C0658,P0183,1,2025-04-12
V3138,C0487,P1685,6,2024-09-25
V3139,C0387,P1373,7,2024-11-07
V3140,C0532,P1267,9,2024-06-04
V3141,C0782,P0348,6,2024-12-15
V3142,C0713,P0117,8,2024-09-30
V3143,C0615,P1196,1,2024-01-30
V3144,C0402,P0761,7,2024-08-11
V3145,C0659,P1148,7,2024-08-29
V3146,C0421,P1973,2,2025-02-08
V3147,C0336,P1210,10,2025-05-07
V3148,C0319,P0239,8,2025-05-08
V3149,C0604,P1154,2,2024-05-04
V3150,C0970,P1324,9,2024-08-03
V3151,C0653,P0343,1,2025-03-31
V3152,C0925,P0162,9,2025-01-24
V3153,C0604,P0507,7,2025-01-27
V3154,C0305,P0237,5,2025-04-05
V3155,C0308,P1362,4,2025-03-18
V3156,C0229,P1893,9,2024-09-17
V3157,C0800,P1118,2,2024-04-17
V3158,C0994,P1524,8,2025-04-27
V3159,C0787,P1378,7,2024-02-02
V3160,C0008,P1099,7,2024-11-10
V3161,C0048,P0231,7,2024-08-02
V3162,C0322,P1729,9,2024-08-10
V3163,C0405,P0922,8,2024-02-01
V3164,C0666,P0218,3,2024-10-19
V3165,C0661,P1899,3,2024-08-08
V3166,C0989,P1965,4,2024-04-26
V3167,C0563,P0353,3,2024-07-17
V3168,C0211,P1522,10,2024-04-23
V3169,C0533,P1343,7,2024-05-25
V3170,C0277,P0666,8,2024-07-31
V3171,C0161,P0838,10,2024-11-16
V3172,C0965,P0724,10,2025-01-24
V3173,C0878,P1129,10,2024-02-25
V3174,C0095,P0410,6,2024-01-12
V3175,C0581,P1871,6,2024-11-28
V3176,C0541,P0993,1,2024-04-03
V3177,C0329,P0156,1,2024-03-30
V3178,C0239,P1427,5,2024-12-05
V3179,C0299,P0268,3,2025-01-18
V3180,C0971,P1896,1,2024-04-07
V3181,C0688,P0607,3,2025-01-14
V3182,C0023,P0016,4,2024-09-15
V3183,C0175,P0067,8,2024-05-03
V3184,C0460,P0042,6,2025-02-25
V3185,C0596,P0677,2,2024-10-05
V3186,C0913,P0937,5,2024-01-20
V3187,C0758,P0555,9,2024-05-23
V3188,C0992,P0048,9,2024-05-19
V3189,C0928,P0775,7,2024-07-14
V3190,C0726,P0880,6,2024-11-03
V3191,C0251,P1021,9,2024-01-27
V3192,C0733,P1454,4,2024-09-23
V3193,C0891,P0773,1,2024-07-24
V3194,C0056,P1153,9,2024-07-09
V3195,C0989,P0355,3,2025-01-15
V3196,C0662,P1909,2,2024-06-14
V3197,C0256,P1143,3,2025-02-01
V3198,C0270,P1118,8,2025-04-13
V3199,C0406,P1157,10,2024-12-27
V3200,C0889,P0850,3,2025-04-03
V3201,C0458,P0383,10,2024-08-14
V3202,C0984,P0842,9,2025-05-10
V3203,C0545,P1966,3,2025-04-03
V3204,C0963,P1443,5,2025-05-19
V3205,C0281,P1641,1,2025-01-04
V3206,C0884,P1067,2,2024-12-26
V3207,C0720,P0496,3,2024-09-13
V3208,C0013,P1271,4,2024-01-26
V3209,C0920,P0597,8,2024-03-04
V3210,C0508,P1873,6,2024-03-21
V3211,C0261,P1658,4,2024-07-31
V3212,C0099,P1225,8,2024-08-08
V3213,C0380,P0566,5,2025-05-19
V3214,C0256,P0522,4,2024-08-16
V3215,C0396,P0504,8,2024-12-31
V3216,C0932,P0742,2,2024-05-31
V3217,C0508,P0031,9,2024-04-16
V3218,C0823,P0200,10,2025-03-03
V3219,C0889,P1968,2,2024-01-31
V3220,C0471,P0007,5,2024-11-29
V3221,C0743,P1443,8,2025-03-07
V3222,C0062,P1917,10,2024-03-12
V3223,C0627,P1799,2,2025-02-18
V3224,C0112,P1073,2,2024-11-18
V3225,C0764,P0280,4,2025-03-26
V3226,C0413,P0996,3,2024-09-30
V3227,C0192,P0151,7,2024-02-15
V3228,C0917,P0558,2,2025-01-02
V3229,C0368,P1274,6,2024-03-02
V3230,C0183,P0160,8,2025-02-08
V3231,C0962,P0651,4,2024-07-18
V3232,C0020,P0185,5,2025-03-28
V3233,C0466,P0334,3,2024-08-24
V3234,C0326,P0314,1,2025-02-12
V3235,C0399,P1415,6,2024-12-11
V3236,C0517,P1881,7,2025-05-03
V3237,C0920,P0150,7,2025-01-26
V3238,C0237,P0069,8,2025-04-19
V3239,C0614,P1335,10,2025-03-25
V3240,C0734,P1789,5,2024-10-10
V3241,C0002,P0708,1,2024-08-14
V3242,C0041,P0117,8,2024-04-24
V3243,C0236,P0946,2,2024-03-27
V3244,C0930,P0068,7,2024-04-26
V3245,C0586,P1271,7,2024-02-08
V3246,C0511,P0023,4,2024-12-24
V3247,C0126,P0731,1,2024-05-28
V3248,C0012,P0308,5,2024-08-19
V3249,C0206,P0218,5,2025-03-16
V3250,C0366,P0457,2,2024-07-21
V3251,C0485,P0007,4,2024-12-31
V3252,C0870,P1212,9,2025-03-20
V3253,C0713,P1289,1,2025-01-24
V3254,C0181,P0950,1,2024-11-14
V3255,C0286,P1555,8,2024-12-07
V3256,C0924,P1522,5,2025-03-14
V3257,C0877,P0143,5,2024-01-10
V3258,C0823,P1780,5,2024-07-02
V3259,C0388,P0347,2,2025-01-29
V3260,C0275,P1792,10,2025-05-22
V3261,C0342,P1412,1,2025-01-12
V3262,C0943,P0192,5,2024-01-08
V3263,C0689,P0869,4,2025-05-06
V3264,C0194,P0200,2,2025-05-02
V3265,C0984,P0378,8,2024-02-15
V3266,C0634,P1061,4,2025-01-30
V3267,C0193,P1386,6,2024-07-08
V3268,C0067,P1921,5,2024-12-07
V3269,C0458,P1235,2,2024-12-08
V3270,C0350,P0468,9,2025-03-28
V3271,C0242,P1766,6,2024-03-16
V3272,C0903,P1848,2,2025-05-31
V3273,C0405,P0212,7,2024-03-06
V3274,C0163,P1395,10,2024-04-04
V3275,C0546,P1400,9,2025-01-31
V3276,C0091,P1586,10,2025-01-17
V3277,C0304,P0850,5,2024-05-17
V3278,C0079,P1246,1,2024-12-22
V3279,C0389,P1581,5,2025-03-31
V3280,C0712,P0266,10,2025-01-29
V3281,C0186,P1537,4,2024-01-06
V3282,C0253,P1508,10,2024-01-14
V3283,C0390,P1420,1,2025-04-18
V3284,C0340,P0720,10,2024-06-14
V3285,C0443,P1219,3,2024-12-02
V3286,C0672,P0550,3,2024-09-23
V3287,C0136,P0337,3,2024-03-22
V3288,C0862,P0285,7,2024-08-09
V3289,C0032,P1163,2,2024-12-21
V3290,C0584,P1592,2,2025-02-23
V3291,C0425,P1151,3,2024-04-08
V3292,C0167,P0600,8,2024-02-25
V3293,C1000,P0628,3,2024-02-14
V3294,C0648,P0684,5,2025-04-30
V3295,C0578,P1645,8,2025-03-29
V3296,C0105,P0076,3,2024-06-10
V3297,C0191,P0386,6,2024-02-11
V3298,C0263,P0182,5,2024-07-19
V3299,C0375,P0782,10,2024-11-08
V3300,C0351,P0370,10,2024-07-22
V3301,C0204,P1612,1,2024-01-27
V3302,C0278,P1396,1,2024-10-29
V3303,C0942,P1262,1,2025-04-22
V3304,C0332,P1291,7,2024-12-28
V3305,C0586,P1523,1,2024-12-29
V3306,C0921,P0778,4,2024-12-16
V3307,C0939,P1791,7,2024-10-21
V3308,C0585,P0484,8,2025-03-28
V3309,C0270,P1344,1,2024-03-08
V3310,C0331,P0963,1,2025-02-20
V3311,C0773,P0936,2,2024-07-07
V3312,C0004,P0486,9,2025-04-11
V3313,C0695,P0779,5,2024-10-24
V3314,C0884,P0731,2,2025-01-29
V3315,C0605,P0572,3,2025-03-14
V3316,C0347,P1497,8,2024-05-14
V3317,C0038,P1344,6,2024-11-19
V3318,C0543,P0522,7,2024-11-15
V3319,C0749,P0757,6,2024-11-26
V3320,C0013,P0545,6,2025-04-05
V3321,C0886,P1109,8,2025-01-23
V3322,C0514,P0967,8,2025-02-26
V3323,C0575,P0338,5,2024-06-04
V3324,C0505,P1708,7,2024-08-20
